respondent_id,h1n1_vaccine,seasonal_vaccine
31284,0.19,0.18
31285,0.01,1.0
31286,0.59,0.484
31287,0.04,0.48883333333333334
31288,0.16,0.18
31289,0.22,0.54
31290,0.06,0.05
31291,0.19,0.1
31292,0.01,0.97
31293,0.13,0.61
31294,0.89,0.73
31295,0.13,0.0
31296,0.6,0.6
31297,0.01,0.99
31298,0.06,0.8968333333333334
31299,0.29,0.49
31300,0.15,0.81
31301,0.64,0.58
31302,0.11,0.63
31303,0.14,0.17
31304,0.04,0.29
31305,0.54,0.62
31306,0.4,0.87
31307,0.01,0.0
31308,0.59,0.65
31309,0.15,0.55
31310,0.77,0.64
31311,0.11,0.42
31312,0.155,0.74
31313,0.08,0.09
31314,0.36,0.4
31315,0.0,0.16
31316,0.06,0.06
31317,0.11,0.02
31318,0.04833333333333334,0.36
31319,0.23,0.5
31320,0.05,0.74
31321,0.26,0.21
31322,0.5969047619047618,0.87
31323,0.56,0.79
31324,0.33,0.03
31325,0.36,0.44
31326,0.95,0.93
31327,0.17,0.52
31328,0.93,0.93
31329,0.05,0.69
31330,0.08,0.04
31331,0.0775,0.64
31332,0.93,0.96
31333,0.7,0.64
31334,0.3,0.23
31335,0.11,0.08
31336,0.12,0.29
31337,0.02,0.17
31338,0.04,0.16
31339,0.06,0.74
31340,0.14,0.2
31341,0.25,0.44
31342,0.16583333333333336,0.33
31343,0.11,0.44
31344,0.69,0.57
31345,0.48,0.9
31346,0.48,0.6833333333333332
31347,0.23,0.45
31348,0.73,0.56
31349,0.16,0.26
31350,0.03,0.93
31351,0.03,0.76
31352,0.07,0.21
31353,0.03,0.13
31354,0.04,0.59
31355,0.26,0.85
31356,0.15,0.29
31357,0.38,0.61
31358,0.01,0.05
31359,0.14,0.11016666666666668
31360,0.18,0.17
31361,0.31,0.54
31362,0.0,0.11
31363,0.53,0.74
31364,0.105,0.23
31365,0.59,0.475
31366,0.22,0.24
31367,0.0,0.04
31368,0.235,0.35
31369,0.2625,0.84
31370,0.07,0.19
31371,0.05,0.11
31372,0.7293333333333334,0.83
31373,0.01,0.57
31374,0.05,0.44
31375,0.43,0.87
31376,0.19,0.86
31377,0.8433333333333334,0.93
31378,0.05,0.31
31379,0.62,0.49
31380,0.46,0.5
31381,0.11,0.16
31382,0.05,0.27
31383,0.97,0.935
31384,0.86,0.57
31385,0.23,0.626
31386,0.31,0.75
31387,0.465,0.815
31388,0.68,0.44
31389,0.1,0.8
31390,0.08,0.86
31391,0.83,0.95
31392,0.32,0.6
31393,0.37,0.15
31394,0.39,0.46
31395,0.0,0.03
31396,0.81,0.66
31397,0.0,0.19
31398,0.155,0.25
31399,0.81,0.83
31400,0.82,0.84
31401,0.37,0.88
31402,0.28,0.84
31403,0.44,0.19
31404,0.04,0.12
31405,0.09,0.62
31406,0.01,0.41285714285714287
31407,0.61,0.41
31408,0.28,0.16
31409,0.08,0.24
31410,0.06,0.26
31411,0.29,0.27
31412,0.19,0.47
31413,0.12,0.24
31414,0.11,0.05
31415,0.18,0.41
31416,0.42,0.56
31417,0.45,0.78
31418,0.08,0.25
31419,0.95,0.91
31420,0.03,0.04
31421,0.016666666666666666,0.08
31422,0.13,0.15
31423,0.535,0.78
31424,0.19,0.44
31425,0.02,0.23
31426,0.21,0.67
31427,0.25,0.53
31428,0.3,0.8
31429,0.16,0.48
31430,0.41333333333333333,0.47
31431,0.17,0.21
31432,0.06,0.13083333333333333
31433,0.86,0.88
31434,0.55,0.44
31435,0.07,0.23
31436,0.32,0.4433333333333333
31437,0.29,0.63
31438,0.21,0.36
31439,0.63,0.61
31440,0.21,0.73
31441,0.63,0.65
31442,0.895,0.8933333333333333
31443,0.0,0.13
31444,0.14,0.22
31445,0.05,0.18
31446,0.5,0.84
31447,0.68,0.66
31448,0.77,0.98
31449,0.17,0.19
31450,0.31,0.88
31451,0.43,0.85
31452,0.195,0.3
31453,0.56,0.21
31454,0.81,0.94
31455,0.11,0.94
31456,0.06,0.43
31457,0.18,0.34
31458,0.59,0.17166666666666663
31459,0.07,0.33
31460,0.0,0.05
31461,0.08,0.44
31462,0.01,0.82
31463,0.13,0.83
31464,0.06,0.34
31465,0.67,1.0
31466,0.01,0.21
31467,0.29,0.91
31468,0.19,0.4
31469,0.66,0.58
31470,0.14,0.9
31471,0.055,0.8633333333333334
31472,0.25,0.91
31473,0.71,0.85
31474,0.55,0.65
31475,0.57,0.895
31476,0.11,0.11416666666666667
31477,0.2,0.35
31478,0.15,0.08
31479,0.34,0.89
31480,0.10428571428571429,0.07
31481,0.07,0.66
31482,0.37,0.75
31483,0.08125,0.195
31484,0.0,0.01
31485,0.02,0.02
31486,0.35,0.71
31487,0.85,0.66
31488,0.11,0.16
31489,0.85,0.9
31490,0.64,0.92
31491,0.58,0.73
31492,0.319,0.12
31493,0.07,0.12
31494,0.29,0.13
31495,0.115,0.5333333333333333
31496,0.17,0.71
31497,0.0,0.17
31498,0.08,0.4
31499,0.1475,0.145
31500,0.98,0.95
31501,0.1,0.71
31502,0.02,0.59
31503,0.07,0.37
31504,0.47,0.77
31505,0.6,0.95
31506,0.26,0.25
31507,0.36,0.67
31508,0.11,0.65
31509,0.05,0.91
31510,0.42,0.575
31511,0.15,0.42
31512,0.195,0.64
31513,0.2675,0.51
31514,0.59,0.6
31515,0.23,0.7
31516,0.7,0.3849891774891775
31517,0.29,0.72
31518,0.27,0.81
31519,0.17,0.71
31520,0.14666666666666667,0.6946666666666667
31521,0.08,0.94
31522,0.81,0.89
31523,0.19,0.4
31524,0.03,0.12166666666666666
31525,0.63,0.91
31526,0.5,0.77
31527,0.07,0.53
31528,0.28,0.42
31529,0.08,0.5953333333333334
31530,0.09,0.17
31531,0.26,0.43
31532,0.02,0.06
31533,0.83,0.66
31534,0.22,0.32
31535,0.32,0.76
31536,0.11,0.9
31537,0.09,0.16666666666666663
31538,0.11,0.47
31539,0.85,0.8
31540,0.08916666666666667,0.5278333333333333
31541,0.065,0.51
31542,0.18,0.55
31543,0.22583333333333336,0.17
31544,0.72,0.85
31545,0.06,0.58
31546,0.01,0.03
31547,0.94,0.91
31548,0.21,0.42
31549,0.30666666666666664,0.67
31550,0.05,0.37
31551,0.61,0.68
31552,0.01,0.97
31553,0.29,0.49
31554,0.19,0.13
31555,0.65,0.83
31556,0.44,0.64
31557,0.0,0.05
31558,0.19333333333333333,0.25
31559,0.34,0.56
31560,0.52,0.76
31561,0.19,0.15
31562,0.1,0.14
31563,0.01,0.08
31564,0.21,0.51
31565,0.15,0.78
31566,0.09,0.24
31567,0.29,0.38
31568,0.05,0.87
31569,0.05,0.22
31570,0.31,0.68
31571,0.01,0.24
31572,0.03,0.28
31573,0.33,0.27
31574,0.4175,0.89
31575,0.29,0.35
31576,0.24,0.51
31577,0.03,0.3
31578,0.11,0.92
31579,0.15,0.23
31580,0.28,0.73
31581,0.5,0.86
31582,0.145,0.44
31583,0.14,0.67
31584,0.02,0.52
31585,0.0,0.19
31586,0.01,0.08
31587,0.39,0.505
31588,0.23,0.71
31589,0.07,0.13
31590,0.54,0.19
31591,0.22133333333333335,0.27
31592,0.18,0.31
31593,0.16,0.56
31594,0.09,0.39
31595,0.24,0.27
31596,0.79,0.72
31597,0.13,0.73
31598,0.55,0.88
31599,0.15,0.83
31600,0.28,0.6
31601,0.15,0.5
31602,0.0,0.0
31603,0.12,0.35
31604,0.1,0.36
31605,0.05,0.27149999999999996
31606,0.02,0.42
31607,0.39,0.33
31608,0.396,0.5166666666666667
31609,0.09,0.23
31610,0.03,0.44
31611,0.06,0.39
31612,0.205,0.36
31613,0.02,0.05
31614,0.0,0.0
31615,0.26,0.4566666666666667
31616,0.18,0.49
31617,0.4,0.76
31618,0.1,0.26
31619,0.34,0.27
31620,0.015,0.07
31621,0.07,0.14
31622,0.81,0.83
31623,0.04,0.02
31624,0.03,0.05333333333333333
31625,0.08,0.83
31626,0.25,0.7
31627,0.08,0.08
31628,0.25,0.87
31629,0.555,0.39
31630,0.04,0.87
31631,0.12,0.30333333333333334
31632,0.17,0.43
31633,0.22,0.23
31634,0.05,0.68
31635,0.32,0.25
31636,0.44,0.49
31637,0.0,0.21
31638,0.42,0.97
31639,0.65,0.82
31640,0.1575,0.32
31641,0.91,0.95
31642,0.69,0.8433333333333334
31643,0.2,0.37
31644,0.22571428571428573,0.645
31645,0.01,0.02
31646,0.22,0.74
31647,0.41,0.88
31648,0.43,0.44
31649,0.67,0.68
31650,0.6108333333333333,0.27
31651,0.91,0.63
31652,0.92,0.75
31653,0.2033333333333333,0.38
31654,0.0,0.05
31655,0.09,0.17
31656,0.06,0.16
31657,0.02,0.62
31658,0.05,0.31
31659,0.2516666666666667,0.8
31660,0.97,0.96
31661,0.21,0.95
31662,0.17,0.15
31663,0.72,0.54
31664,0.35,0.91
31665,0.08,0.94
31666,0.05,0.59
31667,0.72,0.162
31668,0.04,0.24
31669,0.01,0.12
31670,0.294,0.69
31671,0.12,0.4
31672,0.07333333333333333,0.18
31673,0.11,0.46
31674,0.33,0.79
31675,0.52,0.28
31676,0.02,0.38
31677,0.08,0.3
31678,0.9116666666666667,0.96
31679,0.17666666666666664,0.7566666666666666
31680,0.03,1.0
31681,0.07,0.02
31682,0.06,0.77
31683,0.04,0.09166666666666667
31684,0.09,0.10566666666666666
31685,0.43,0.69
31686,0.25,0.17
31687,0.04,0.7566666666666667
31688,0.06,0.04
31689,0.08,0.75
31690,0.03,0.73
31691,0.24,0.76
31692,0.0,0.21
31693,0.023,0.22
31694,0.3,0.98
31695,0.44,0.57
31696,0.09,0.3075
31697,0.78,0.8
31698,0.11,0.2
31699,0.08,0.69
31700,0.37,0.4911904761904762
31701,0.13,0.83
31702,0.04,0.95
31703,0.01,0.08
31704,0.74,0.61
31705,0.24,0.52
31706,0.07,0.8
31707,0.64,0.69
31708,0.47,0.69
31709,0.6366666666666667,0.89
31710,0.5,0.72
31711,0.33,0.3266666666666667
31712,0.26,0.59
31713,0.04,0.2
31714,0.13,0.48
31715,0.59,0.81
31716,0.1,0.24
31717,0.14,0.46
31718,0.21,0.58
31719,0.19,0.36
31720,0.25,0.79
31721,0.0,0.05
31722,0.29,0.75
31723,0.24,0.23
31724,0.53,0.32
31725,0.06,0.1
31726,0.01,0.09
31727,0.11,0.48
31728,0.12,0.77
31729,0.16,0.15
31730,0.42,0.8741666666666665
31731,0.02,0.24
31732,0.24,0.43
31733,0.64,0.73
31734,0.07,0.22
31735,0.34,0.63
31736,0.1,0.32
31737,0.15,0.32
31738,0.46,0.52
31739,0.06,1.0
31740,0.33,0.59
31741,0.01,0.45416666666666666
31742,0.77,0.9
31743,0.26,0.52
31744,0.15,0.21
31745,0.06,0.45
31746,0.03,0.14
31747,0.06,0.27
31748,0.05,0.19
31749,0.19,0.95
31750,0.12,0.3
31751,0.14,0.1
31752,0.06,0.04
31753,0.04,0.89
31754,0.265,0.8831666666666668
31755,0.01,0.0
31756,0.6,0.85
31757,0.25,0.82
31758,0.63,0.67
31759,0.05,0.08
31760,0.099,0.09
31761,0.135,0.53
31762,0.05,0.1
31763,0.91,0.45
31764,0.15,0.34
31765,0.39,0.7
31766,0.03,0.17
31767,0.31,0.97
31768,0.01,0.02
31769,0.03,0.04
31770,0.27,0.87
31771,0.14,0.16
31772,0.465,0.815
31773,0.01,0.47
31774,0.08,0.44
31775,0.14,0.895
31776,0.52,0.92
31777,0.09,0.325
31778,0.14,0.23
31779,0.02,0.04
31780,0.24,0.68
31781,0.03,0.2
31782,0.3,0.41333333333333333
31783,0.44,0.3
31784,0.02,0.08983333333333335
31785,0.10333333333333333,0.326
31786,0.06,0.08
31787,0.18,0.27
31788,0.26,0.63
31789,0.09,0.65
31790,0.15,0.2
31791,0.08,0.27
31792,0.09,0.6
31793,0.15,0.24
31794,0.27,0.7
31795,0.35,0.2
31796,0.41,0.46
31797,0.6733333333333335,0.65
31798,0.4666666666666666,0.6189999999999999
31799,0.02,0.02
31800,0.11,0.32
31801,0.36,0.58
31802,0.86,0.99
31803,0.21,0.97
31804,0.15,0.09
31805,0.17,0.23
31806,0.18,0.22
31807,0.57,0.7
31808,0.0,0.71
31809,0.62,0.46
31810,0.08,0.23
31811,0.62,0.13
31812,0.13,0.96
31813,0.33,0.64
31814,0.36,0.35
31815,0.27,0.5
31816,0.19,0.6
31817,0.2533333333333333,0.25
31818,0.55,0.64
31819,0.06,0.13
31820,0.255,0.31
31821,0.0,0.0
31822,0.29,0.7
31823,0.32,0.29
31824,0.28,0.76
31825,0.39,0.27
31826,0.115,0.5333333333333333
31827,0.54,0.28
31828,0.31,0.4
31829,0.0,0.01
31830,0.39,0.21
31831,0.2,0.71
31832,0.19,0.58
31833,0.15,0.74
31834,0.07,0.42
31835,0.1,0.43
31836,0.01,0.0
31837,0.72,0.9
31838,0.36666666666666664,0.59
31839,0.17,0.2
31840,0.16,0.09
31841,0.01,0.18
31842,0.15,0.19
31843,0.75,0.92
31844,0.18,0.79
31845,0.57,0.72
31846,0.63,0.84
31847,0.04,0.27
31848,0.14,0.18999999999999997
31849,0.07,0.08166666666666667
31850,0.0,0.1175
31851,0.09,0.13
31852,0.2,0.32
31853,0.63,0.76
31854,0.72,0.92
31855,0.99,0.97
31856,0.08,0.02
31857,0.1,0.82
31858,0.15,0.46
31859,0.35,0.72
31860,0.43,0.54
31861,0.03,0.2
31862,0.0,0.01
31863,0.1,0.7756190476190475
31864,0.02,0.49
31865,0.07,0.84
31866,0.1303690476190476,0.17
31867,0.1,0.58
31868,0.1,0.1
31869,0.01,0.13
31870,0.0,0.09
31871,0.82,0.93
31872,0.09,0.23
31873,0.13,0.1
31874,0.06,0.19
31875,0.31,0.57
31876,0.1,0.11
31877,0.03,0.12
31878,0.13,0.97
31879,0.15,0.69
31880,0.02,0.28
31881,0.63,0.46
31882,0.01,0.05
31883,0.44,0.57
31884,0.105,0.20716666666666664
31885,0.2,0.6133333333333333
31886,0.01,0.15
31887,0.11,0.2
31888,0.19,0.44
31889,0.41,0.8616666666666667
31890,0.34,0.34
31891,0.01,0.09444444444444444
31892,0.69,0.75
31893,0.11,0.5
31894,0.45,0.885
31895,0.04,0.3284285714285714
31896,0.54,0.72
31897,0.46,0.89
31898,0.04,0.22333333333333333
31899,0.5033333333333333,0.64
31900,0.54,0.54
31901,0.18,0.12
31902,0.09,0.11
31903,0.49,0.27
31904,0.08,0.37
31905,0.0,0.03
31906,0.0,0.24
31907,0.12,0.67
31908,0.01,0.02
31909,0.06,0.63
31910,0.03,0.57
31911,0.06,0.95
31912,0.15,0.68
31913,0.18,0.55
31914,0.3,0.88
31915,0.13,0.79
31916,0.01,0.77
31917,0.36,0.09
31918,0.18,0.85
31919,0.67,0.59
31920,0.0,0.96
31921,0.2,0.37
31922,0.01,0.09
31923,0.05,0.18
31924,0.08,0.2
31925,0.21,0.95
31926,0.02,0.01
31927,0.5,0.49
31928,0.19,0.94
31929,0.08,0.3
31930,0.1,0.41
31931,0.22,0.67
31932,0.08,0.1
31933,0.66,0.16
31934,0.13,0.19
31935,0.63,0.98
31936,0.09,0.36
31937,0.07,0.31
31938,0.69,0.7
31939,0.02,0.09
31940,0.11,0.02
31941,0.04,0.4425
31942,0.01,0.0
31943,0.03,0.22
31944,0.115,0.73
31945,0.32,0.55
31946,0.18,0.15
31947,0.0823095238095238,0.16
31948,0.01,0.95
31949,0.02,0.34
31950,0.11,0.07
31951,0.42,0.29
31952,0.09,0.3
31953,0.0,0.09
31954,0.355,0.79
31955,0.02,0.12
31956,0.18,0.27
31957,0.44,0.57
31958,0.02,0.02
31959,0.09,0.14
31960,0.2,0.29
31961,0.0,0.03
31962,0.16,0.54
31963,0.64,0.89
31964,0.04,0.12333333333333332
31965,0.04666666666666667,0.74
31966,0.2,0.23
31967,0.05,0.0975
31968,0.54,0.4
31969,0.3025,0.64
31970,0.33,0.59
31971,0.03333333333333333,0.36
31972,0.1,0.29
31973,0.04,0.1
31974,0.0,0.08
31975,0.06,0.01
31976,0.23,0.16
31977,0.0,0.05
31978,0.2,0.46
31979,0.04,0.07
31980,0.45,0.78
31981,0.1075,0.4
31982,0.035,0.11
31983,0.46,0.47
31984,0.02,0.01
31985,0.06,0.12
31986,0.4,0.91
31987,0.06,0.38
31988,0.52,0.81
31989,0.19,0.96
31990,0.08,0.95
31991,0.445,0.54
31992,0.15,0.11
31993,0.61,0.625
31994,0.15,0.06
31995,0.7,0.58
31996,0.11,0.38
31997,0.08,0.93
31998,0.04,0.43
31999,0.15,0.08
32000,0.25,0.69
32001,0.22,0.48
32002,0.34,0.38
32003,0.08,0.09
32004,0.31,0.62
32005,0.16,0.11
32006,0.24,0.58
32007,0.74,0.95
32008,0.04,0.08
32009,0.02,0.2008333333333333
32010,0.24,0.54
32011,0.09,0.94
32012,0.06,0.77
32013,0.5,0.94
32014,0.23,0.41
32015,0.22,0.22
32016,0.48,0.75
32017,0.0,0.07
32018,0.11,0.04
32019,0.39,0.62
32020,0.5,0.7
32021,0.27,0.07
32022,0.19833333333333333,0.5766666666666667
32023,0.02,0.65
32024,0.22,0.3
32025,0.37,0.35
32026,0.36,0.49
32027,0.05,0.94
32028,0.78,0.92
32029,0.03,0.1
32030,0.31,0.55
32031,0.0,0.03
32032,0.46,0.57
32033,0.0,0.11916666666666666
32034,0.11,0.56
32035,0.0,0.16766666666666666
32036,0.19,0.7725
32037,0.08,0.78
32038,0.42,0.68
32039,0.3633333333333333,0.44
32040,0.19,0.84
32041,0.94,0.94
32042,0.1,0.67
32043,0.4,0.45
32044,0.03,0.14666666666666667
32045,0.21,0.95
32046,0.14,0.3
32047,0.84,0.8
32048,0.2,0.52
32049,0.01,0.05
32050,0.525,0.6
32051,0.07,0.76
32052,0.41,0.52
32053,0.02,0.07
32054,0.14,0.48
32055,0.03,0.22
32056,0.01,0.65
32057,0.01,0.12
32058,0.01,0.18
32059,0.1,0.5466666666666666
32060,0.07,0.86
32061,0.084,0.14
32062,0.04,0.12
32063,0.03,0.88
32064,0.04,0.0
32065,0.09333333333333334,0.22
32066,0.03,0.1758333333333333
32067,0.03,0.06
32068,0.03,0.27
32069,0.76,0.96
32070,0.82,0.98
32071,0.46,0.77
32072,0.6566666666666666,0.85
32073,0.0,0.145
32074,0.09,0.34
32075,0.0,0.12
32076,0.0,0.72
32077,0.3,0.28
32078,0.0,0.15
32079,0.0,0.023333333333333334
32080,0.0,0.14
32081,0.5,0.72
32082,0.01,0.01
32083,0.08,0.23
32084,0.02,0.58
32085,0.06416666666666666,0.69
32086,0.74,0.95
32087,0.18,0.94
32088,0.04,0.73
32089,0.205,0.82
32090,0.1,0.66
32091,0.294,0.36
32092,0.09,0.255
32093,0.065,0.02
32094,0.3,0.43
32095,0.755,0.78
32096,0.21,0.59
32097,0.18,0.38
32098,0.01,0.0125
32099,0.09,0.47
32100,0.07,0.13
32101,0.584,0.73
32102,0.19,0.29
32103,0.24,0.41
32104,0.03,0.41
32105,0.37,0.63375
32106,0.22,0.41
32107,0.19,0.3
32108,0.22,0.12
32109,0.17,0.36
32110,0.06,0.32
32111,0.26,0.34
32112,0.72,0.51
32113,0.03,0.49
32114,0.4651666666666667,0.58
32115,0.02,0.218
32116,0.04,0.15
32117,0.81,0.85
32118,0.04,0.54
32119,0.29,0.76
32120,0.5,0.83
32121,0.654,0.75
32122,0.14,0.53
32123,0.02,0.55
32124,0.04,0.94
32125,0.03,0.03
32126,0.6666666666666665,0.86
32127,0.3,0.415
32128,0.49,0.48
32129,0.09,0.12
32130,0.69,0.4466666666666667
32131,0.89,0.97
32132,0.05,0.78
32133,0.01,0.02
32134,0.05,0.88
32135,0.17,0.47
32136,0.04,0.23
32137,0.23,0.78
32138,0.1,0.58
32139,0.12166666666666666,0.1
32140,0.51,0.21
32141,0.05,0.07
32142,0.1,0.81
32143,0.05,0.45
32144,0.25,0.42
32145,0.141,0.146
32146,0.06,0.09
32147,0.1,0.29
32148,0.69,0.8125
32149,0.05,0.51
32150,0.08,0.86
32151,0.0,0.01
32152,0.105,0.79
32153,0.15,0.44
32154,0.04,0.11
32155,0.1,0.44
32156,0.04,0.1
32157,0.03,0.09
32158,0.08,0.67
32159,0.8586666666666667,0.83
32160,0.25,0.24
32161,0.61,0.31
32162,0.0,0.395
32163,0.01,0.25
32164,0.25,0.12
32165,0.32,0.84
32166,0.14,0.21
32167,0.0,0.23
32168,0.16166666666666668,0.3
32169,0.02,0.22
32170,0.5233333333333333,0.75
32171,0.13,0.53
32172,0.81,0.92
32173,0.25,0.54
32174,0.1,0.2
32175,0.12,1.0
32176,0.68,0.83
32177,0.26,0.46
32178,0.0225,0.04
32179,0.09,0.6409999999999999
32180,0.16,0.49
32181,0.33,0.23
32182,0.16666666666666663,0.18
32183,0.32,0.82
32184,0.01,0.2425
32185,0.55,0.66
32186,0.0675,0.35
32187,0.22,0.6063333333333333
32188,0.37,0.51
32189,0.49,0.72
32190,0.19,0.63
32191,0.18,0.25
32192,0.11,0.29
32193,0.04,0.38
32194,0.01,0.02
32195,0.03,0.26
32196,0.74,0.5325
32197,0.01,0.11
32198,0.49,0.85
32199,0.6,0.88
32200,0.15,0.47
32201,0.18,0.34
32202,0.04,0.94
32203,0.3,1.0
32204,0.23,0.62
32205,0.15,0.86
32206,0.06,0.94
32207,0.88,0.91
32208,0.26,0.3575
32209,0.0,0.36
32210,0.15,0.83
32211,0.03,0.12
32212,0.01,0.61
32213,0.02,0.17666666666666667
32214,0.04,0.065
32215,0.17,0.68
32216,0.872,0.96
32217,0.26,0.51
32218,0.22,0.77
32219,0.27,0.16449999999999998
32220,0.81,0.7
32221,0.67,0.5
32222,0.03,0.3306666666666666
32223,0.57,0.84
32224,0.75,0.66
32225,0.2,0.49
32226,0.49,0.95
32227,0.05,0.2745238095238095
32228,0.59,0.72
32229,0.16,0.36
32230,0.0,0.0
32231,0.38,0.56
32232,0.44,0.49
32233,0.08,0.55
32234,0.18,0.5242857142857144
32235,0.32,0.9
32236,0.09,0.975
32237,0.9006666666666667,0.82
32238,0.13,0.04
32239,0.06,0.05
32240,0.08,0.43
32241,0.63,0.88
32242,0.21,0.42
32243,0.0,0.095
32244,0.08,0.18
32245,0.23,0.58
32246,0.36,0.42
32247,0.06,0.89
32248,0.61,0.65
32249,0.12,0.37
32250,0.14,0.43
32251,0.04,0.34
32252,0.61,0.65
32253,0.03,0.2
32254,0.02,0.11
32255,0.21,0.48
32256,0.3833333333333333,0.51
32257,0.08,0.79
32258,0.035,0.1
32259,0.1,0.72
32260,0.10733333333333334,0.39
32261,0.15,0.19
32262,0.092,0.10342857142857141
32263,0.16,0.5533333333333333
32264,0.04,0.28
32265,0.39,0.75
32266,0.17,0.35
32267,0.35,0.16
32268,0.07,0.06
32269,0.27,0.41
32270,0.67,0.56
32271,0.47,0.78
32272,0.04,0.39
32273,0.115,0.17
32274,0.25,0.76
32275,0.11,0.68
32276,0.39,0.27
32277,0.09,0.25
32278,0.21083333333333334,0.44666666666666666
32279,0.04,0.06
32280,0.23,0.145
32281,0.87,0.9
32282,0.14,0.2930952380952381
32283,0.19,0.91
32284,0.7,0.81
32285,0.22,0.3
32286,0.34,0.46
32287,0.06,0.61
32288,0.13,0.51
32289,0.5700000000000001,0.94
32290,0.01,0.07
32291,0.13,0.3
32292,0.085,0.255
32293,0.49,0.75
32294,0.29,0.46
32295,0.04,0.24
32296,0.12,0.81
32297,0.24,0.87
32298,0.02,0.08
32299,0.02,0.4358333333333333
32300,0.01,0.05
32301,0.27,0.56
32302,0.02,0.15
32303,0.14,0.4575
32304,0.06,0.3
32305,0.2275,0.4
32306,0.38,0.81
32307,0.01,0.33
32308,0.44,0.9266666666666667
32309,0.16,0.48
32310,0.6,0.55
32311,0.09,0.355
32312,0.41133333333333333,0.555
32313,0.06,0.28
32314,0.12,0.43
32315,0.0,0.3
32316,0.04,0.91
32317,0.54,0.48
32318,0.05,0.5266666666666667
32319,0.28,0.97
32320,0.0,0.02
32321,0.19,0.3
32322,0.11,0.29
32323,0.58,0.7
32324,0.42,0.77
32325,0.13,0.33
32326,0.2904523809523809,0.1
32327,0.05,0.48
32328,0.02,0.04
32329,0.4,0.72
32330,0.2,0.485
32331,0.1,0.65
32332,0.03,0.03
32333,0.0,0.02
32334,0.24,0.4
32335,0.05428571428571429,0.05
32336,0.08,0.52
32337,0.11,0.25
32338,0.21,0.3925
32339,0.38,0.35
32340,0.79,0.72
32341,0.47,0.5
32342,0.16,0.61
32343,0.71,0.7833333333333333
32344,0.67,0.87
32345,0.05,0.13666666666666666
32346,0.10333333333333333,0.25
32347,0.28,0.65
32348,0.06666666666666667,0.9533333333333333
32349,0.26666666666666666,0.3833333333333333
32350,0.18,0.73
32351,0.7,0.68
32352,0.02,0.01
32353,0.05,0.37
32354,0.26,0.5933333333333334
32355,0.2,0.49
32356,0.05,0.44
32357,0.5139206349206349,0.65
32358,0.27,0.84
32359,0.6175,0.67
32360,0.61,0.6525
32361,0.05,0.69
32362,0.08,0.43
32363,0.1,0.95
32364,0.1,0.10666666666666666
32365,0.03,0.22
32366,0.34,0.29
32367,0.12,0.86
32368,0.07,0.91
32369,0.16,0.53
32370,0.04,0.27
32371,0.11833333333333332,0.32
32372,0.03,0.05
32373,0.08,0.3
32374,0.09,0.16291666666666665
32375,0.21,0.52
32376,0.02,0.1
32377,0.11,0.54
32378,0.14,0.53
32379,0.15,0.6125
32380,0.16,0.6
32381,0.02,0.12
32382,0.16,0.22
32383,0.11,0.7
32384,0.05,0.39166666666666666
32385,0.04,0.16
32386,0.08,0.55
32387,0.62,0.44
32388,0.1,0.31
32389,0.12,0.03
32390,0.05,0.57
32391,0.12,0.86
32392,0.16,0.65
32393,0.71,0.68
32394,0.02,0.13
32395,0.45,0.79
32396,0.06,0.11833333333333332
32397,0.06,0.51
32398,0.1366666666666667,0.73
32399,0.53,0.75
32400,0.56,0.51
32401,0.31,0.75
32402,0.02,0.25
32403,0.04,0.82
32404,0.06,0.07
32405,0.22,1.0
32406,0.5,0.62
32407,0.06,0.13
32408,0.08133333333333333,0.75
32409,0.01,0.9225
32410,0.24,0.765
32411,0.10416666666666666,0.18
32412,0.01,0.07333333333333333
32413,0.19,0.38
32414,0.13,0.8275
32415,0.04,0.35
32416,0.54,0.95
32417,0.09,0.98
32418,0.12,0.19
32419,0.3,0.22
32420,0.47,0.30333333333333334
32421,0.05,0.55
32422,0.04,0.08
32423,0.09,0.24
32424,0.33,0.53
32425,0.8440000000000001,0.74
32426,0.15,0.15
32427,0.09,0.15
32428,0.12,0.5
32429,0.61,0.8233333333333335
32430,0.01,0.2733333333333333
32431,0.81,0.98
32432,0.43,0.09333333333333332
32433,0.56,0.23
32434,0.24,0.61
32435,0.16,0.99
32436,0.07,0.75
32437,0.12,0.09
32438,0.01,0.18
32439,0.23,0.72
32440,0.24,0.45
32441,0.39,0.61
32442,0.03,0.9825
32443,0.04,0.73
32444,0.79,0.7
32445,0.0,0.06
32446,0.28,0.86
32447,0.02,0.35
32448,0.15333333333333335,0.52
32449,0.01,0.01
32450,0.4266666666666667,0.71
32451,0.02,0.29
32452,0.09,0.18
32453,0.72,0.2
32454,0.235,0.86
32455,0.3233333333333333,0.6
32456,0.03,0.17
32457,0.07,0.5
32458,0.32,0.31
32459,0.06,0.19
32460,0.07,0.81
32461,0.03,0.06
32462,0.06,0.76
32463,0.57,0.8
32464,0.1,0.73
32465,0.08,0.95
32466,0.26,0.45
32467,0.0,0.04
32468,0.03,0.12
32469,0.25,0.79
32470,0.05,0.4
32471,0.09,0.56
32472,0.12,0.66
32473,0.06,0.13
32474,0.07,0.11
32475,0.28,0.96
32476,0.05,0.22
32477,0.03,0.03
32478,0.22,0.92
32479,0.02,0.32
32480,0.32,0.25
32481,0.17,0.35
32482,0.31,0.86
32483,0.2,0.78
